"","population","time","block","plot","trt","sample","name","X","Y","Zm01_1","Zm01_2","Zm02_1","Zm02_2","Zm03_1","Zm03_2","Zm04_1","Zm04_2","Zm05_1","Zm05_2","Zm06_1","Zm06_2","Zm07_1","Zm07_2","Zm09_1","Zm09_2","Zm10_1","Zm10_2","mlg"
"1045","T1_9D",1,9,"D","0X",22,"T1-9D22",4,3,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1046","T1_9D",1,9,"D","0X",23,"T1-9D23",5,3,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1047","T1_9D",1,9,"D","0X",24,"T1-9D24",6,3,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1048","T1_9D",1,9,"D","0X",25,"T1-9D25",1,2,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1049","T1_9D",1,9,"D","0X",26,"T1-9D26",2,2,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1050","T1_9D",1,9,"D","0X",27,"T1-9D27",3,2,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1051","T1_9D",1,9,"D","0X",28,"T1-9D28",4,2,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1052","T1_9D",1,9,"D","0X",29,"T1-9D29",5,2,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1053","T1_9D",1,9,"D","0X",30,"T1-9D30",6,2,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1054","T1_9D",1,9,"D","0X",31,"T1-9D31",1,1,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1055","T1_9D",1,9,"D","0X",32,"T1-9D32",2,1,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1056","T1_9D",1,9,"D","0X",33,"T1-9D33",3,1,165,165,102,102,103,105,80,80,196,196,284,284,93,93,128,128,146,148,1005
"1057","T1_9D",1,9,"D","0X",34,"T1-9D34",4,1,165,165,102,102,103,105,80,80,196,196,284,284,93,93,128,128,146,148,1005
"1058","T1_9D",1,9,"D","0X",35,"T1-9D35",5,1,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1059","T1_9D",1,9,"D","0X",36,"T1-9D36",6,1,165,165,102,102,105,105,80,80,196,200,290,290,87,90,128,134,148,148,849
"1060","T1_10A",1,10,"A","4X",1,"T1_10A1_AB",1,6,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1061","T1_10A",1,10,"A","4X",2,"T1_10A2_AB",2,6,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1062","T1_10A",1,10,"A","4X",3,"T1_10A3_AB",3,6,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1063","T1_10A",1,10,"A","4X",4,"T1_10A4_AB",4,6,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1064","T1_10A",1,10,"A","4X",5,"T1_10A5_AB",5,6,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1065","T1_10A",1,10,"A","4X",6,"T1_10A6_AB",6,6,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1066","T1_10A",1,10,"A","4X",7,"T1_10A7_AB",1,5,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1067","T1_10A",1,10,"A","4X",8,"T1_10A8_AB",2,5,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1068","T1_10A",1,10,"A","4X",9,"T1_10A9_AB",3,5,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1069","T1_10A",1,10,"A","4X",10,"T1_10A10_AB",4,5,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1070","T1_10A",1,10,"A","4X",11,"T1_10A11_AB",5,5,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1071","T1_10A",1,10,"A","4X",12,"T1_10A12_AB",6,5,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1072","T1_10A",1,10,"A","4X",13,"T1_10A13_AB",1,4,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1073","T1_10A",1,10,"A","4X",14,"T1_10A14_AB",2,4,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1074","T1_10A",1,10,"A","4X",15,"T1_10A15_AB",3,4,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1075","T1_10A",1,10,"A","4X",16,"T1_10A16_AB",4,4,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1076","T1_10A",1,10,"A","4X",17,"T1_10A17_AB",5,4,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1077","T1_10A",1,10,"A","4X",18,"T1_10A18_AB",6,4,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1078","T1_10A",1,10,"A","4X",19,"T1_10A19_AB",1,3,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1079","T1_10A",1,10,"A","4X",20,"T1_10A20_AB",2,3,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1080","T1_10A",1,10,"A","4X",21,"T1_10A21_AB",3,3,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1081","T1_10A",1,10,"A","4X",22,"T1_10A22_AB",4,3,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1082","T1_10A",1,10,"A","4X",23,"T1_10A23_AB",5,3,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1083","T1_10A",1,10,"A","4X",24,"T1_10A24_AB",6,3,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1084","T1_10A",1,10,"A","4X",25,"T1_10A25_AB",1,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1085","T1_10A",1,10,"A","4X",26,"T1_10A26_AB",2,2,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1086","T1_10A",1,10,"A","4X",27,"T1_10A27_AB",3,2,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"4110","T1_10A",1,10,"A","4X",28,"T1_10A28_AB",4,2,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1087","T1_10A",1,10,"A","4X",29,"T1_10A29_AB",5,2,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1088","T1_10A",1,10,"A","4X",30,"T1_10A30_AB",6,2,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1089","T1_10A",1,10,"A","4X",31,"T1_10A31_AB",1,1,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1090","T1_10A",1,10,"A","4X",32,"T1_10A32_AB",2,1,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1091","T1_10A",1,10,"A","4X",33,"T1_10A33_AB",3,1,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1092","T1_10A",1,10,"A","4X",34,"T1_10A34_AB",4,1,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1093","T1_10A",1,10,"A","4X",35,"T1_10A35_AB",5,1,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1094","T1_10A",1,10,"A","4X",36,"T1_10A36_AB",6,1,165,171,102,102,105,105,80,94,192,196,284,290,90,93,128,128,148,150,966
"1095","T1_10B",1,10,"B","2X",1,"T1-10B1-AB",1,6,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"2353","T1_10B",1,10,"B","2X",2,"T1-10B2-AB",2,6,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"2354","T1_10B",1,10,"B","2X",3,"T1-10B3-AB",3,6,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1096","T1_10B",1,10,"B","2X",4,"T1-10B4-AB",4,6,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1097","T1_10B",1,10,"B","2X",5,"T1-10B5-AB",5,6,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1098","T1_10B",1,10,"B","2X",6,"T1-10B6-AB",6,6,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1099","T1_10B",1,10,"B","2X",7,"T1-10B7-AB",1,5,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1100","T1_10B",1,10,"B","2X",8,"T1-10B8-AB",2,5,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"2355","T1_10B",1,10,"B","2X",9,"T1-10B9-AB",3,5,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"2356","T1_10B",1,10,"B","2X",10,"T1-10B10-AB",4,5,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1101","T1_10B",1,10,"B","2X",11,"T1-10B11-AB",5,5,171,171,96,102,105,105,80,80,196,200,290,290,93,93,128,128,146,150,1114
"1102","T1_10B",1,10,"B","2X",12,"T1-10B12-AB",6,5,171,171,96,102,105,105,80,80,196,200,290,290,93,93,128,128,146,150,1114
"2357","T1_10B",1,10,"B","2X",13,"T1-10B13-AB",1,4,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1103","T1_10B",1,10,"B","2X",14,"T1-10B14-AB",2,4,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1104","T1_10B",1,10,"B","2X",15,"T1-10B15-AB",3,4,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1105","T1_10B",1,10,"B","2X",16,"T1-10B16-AB",4,4,171,171,96,102,105,105,80,80,196,200,290,290,93,93,128,128,146,150,1114
"1106","T1_10B",1,10,"B","2X",17,"T1-10B17-AB",5,4,171,171,96,102,105,105,80,80,196,200,290,290,93,93,128,128,146,150,1114
"1107","T1_10B",1,10,"B","2X",18,"T1-10B18-AB",6,4,171,171,96,102,105,105,80,80,196,200,290,290,93,93,128,128,146,150,1114
"1108","T1_10B",1,10,"B","2X",19,"T1-10B19-AB",1,3,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"2358","T1_10B",1,10,"B","2X",20,"T1-10B20-AB",2,3,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1109","T1_10B",1,10,"B","2X",21,"T1-10B21-AB",3,3,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"2359","T1_10B",1,10,"B","2X",22,"T1-10B22-AB",4,3,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1110","T1_10B",1,10,"B","2X",23,"T1-10B23-AB",5,3,165,171,102,102,105,105,80,80,196,204,290,290,93,93,128,128,148,148,1126
"2360","T1_10B",1,10,"B","2X",24,"T1-10B24-AB",6,3,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1111","T1_10B",1,10,"B","2X",25,"T1-10B25-AB",1,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1112","T1_10B",1,10,"B","2X",26,"T1-10B26-AB",2,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"2361","T1_10B",1,10,"B","2X",27,"T1-10B27-AB",3,2,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1113","T1_10B",1,10,"B","2X",28,"T1-10B28-AB",4,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"2362","T1_10B",1,10,"B","2X",29,"T1-10B29-AB",5,2,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1114","T1_10B",1,10,"B","2X",30,"T1-10B30-AB",6,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1115","T1_10B",1,10,"B","2X",31,"T1-10B31-AB",1,1,165,165,102,102,105,105,80,94,196,200,290,290,93,93,128,128,150,150,1134
"1116","T1_10B",1,10,"B","2X",32,"T1-10B32-AB",2,1,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"2363","T1_10B",1,10,"B","2X",33,"T1-10B33-AB",3,1,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"2364","T1_10B",1,10,"B","2X",34,"T1-10B34-AB",4,1,165,165,96,102,103,105,80,80,196,196,284,290,90,93,128,128,148,150,1104
"1117","T1_10B",1,10,"B","2X",35,"T1-10B35-AB",5,1,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1118","T1_10B",1,10,"B","2X",36,"T1-10B36-AB",6,1,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1119","T1_10C",1,10,"C","1X",1,"T1-10C1",1,6,165,171,96,96,105,105,80,80,192,200,284,290,90,93,128,128,148,150,1140
"1120","T1_10C",1,10,"C","1X",2,"T1-10C2",2,6,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1121","T1_10C",1,10,"C","1X",3,"T1-10C3",3,6,165,165,99,102,105,105,80,80,192,196,284,290,93,96,128,134,150,150,1142
"1122","T1_10C",1,10,"C","1X",4,"T1-10C4",4,6,165,171,96,96,105,105,80,80,192,200,284,290,90,93,128,128,148,150,1140
"1123","T1_10C",1,10,"C","1X",5,"T1-10C5",5,6,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1124","T1_10C",1,10,"C","1X",6,"T1-10C6",6,6,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1125","T1_10C",1,10,"C","1X",7,"T1-10C7",1,5,165,171,96,96,105,105,80,80,192,200,284,290,90,93,128,128,148,150,1140
"1126","T1_10C",1,10,"C","1X",8,"T1-10C8",2,5,165,171,96,96,105,105,80,80,192,200,284,290,90,93,128,128,148,150,1140
"1127","T1_10C",1,10,"C","1X",9,"T1-10C9",3,5,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1128","T1_10C",1,10,"C","1X",10,"T1-10C10",4,5,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1129","T1_10C",1,10,"C","1X",11,"T1-10C11",5,5,165,171,96,96,105,105,80,80,192,200,284,290,90,93,128,128,148,150,1140
"1130","T1_10C",1,10,"C","1X",12,"T1-10C12",6,5,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1131","T1_10C",1,10,"C","1X",13,"T1-10C13",1,4,165,177,102,102,99,105,80,80,192,200,290,290,90,93,128,134,146,152,1152
"1132","T1_10C",1,10,"C","1X",14,"T1-10C14",2,4,165,171,96,96,105,105,80,80,192,200,284,290,90,93,128,128,148,150,1140
"1133","T1_10C",1,10,"C","1X",15,"T1-10C15",3,4,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1134","T1_10C",1,10,"C","1X",16,"T1-10C16",4,4,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1135","T1_10C",1,10,"C","1X",17,"T1-10C17",5,4,165,171,96,96,105,105,80,80,192,200,284,290,90,93,128,128,148,150,1140
"1136","T1_10C",1,10,"C","1X",18,"T1-10C18",6,4,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1137","T1_10C",1,10,"C","1X",19,"T1-10C19",1,3,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1138","T1_10C",1,10,"C","1X",20,"T1-10C20",2,3,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1139","T1_10C",1,10,"C","1X",23,"T1-10C23",5,3,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1140","T1_10C",1,10,"C","1X",24,"T1-10C24",6,3,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1141","T1_10C",1,10,"C","1X",25,"T1-10C25",1,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1142","T1_10C",1,10,"C","1X",26,"T1-10C26",2,2,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1143","T1_10C",1,10,"C","1X",27,"T1-10C27",3,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1144","T1_10C",1,10,"C","1X",28,"T1-10C28",4,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1145","T1_10C",1,10,"C","1X",29,"T1-10C29",5,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1146","T1_10C",1,10,"C","1X",30,"T1-10C30",6,2,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1147","T1_10C",1,10,"C","1X",31,"T1-10C31",1,1,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1148","T1_10C",1,10,"C","1X",32,"T1-10C32",2,1,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1149","T1_10C",1,10,"C","1X",33,"T1-10C33",3,1,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1150","T1_10C",1,10,"C","1X",34,"T1-10C34",4,1,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1151","T1_10C",1,10,"C","1X",35,"T1-10C35",5,1,165,171,102,102,105,105,80,80,196,200,290,290,93,93,128,128,148,150,1070
"1152","T1_10C",1,10,"C","1X",36,"T1-10C36",6,1,165,165,102,102,105,105,80,80,192,196,290,290,90,96,128,136,146,150,1173
"1153","T1_10D",1,10,"D","0X",1,"T1-10D1",1,6,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1154","T1_10D",1,10,"D","0X",3,"T1-10D3",3,6,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1155","T1_10D",1,10,"D","0X",4,"T1-10D4",4,6,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1156","T1_10D",1,10,"D","0X",5,"T1-10D5",5,6,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1157","T1_10D",1,10,"D","0X",6,"T1-10D6",6,6,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1158","T1_10D",1,10,"D","0X",7,"T1-10D7",1,5,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1159","T1_10D",1,10,"D","0X",8,"T1-10D8",2,5,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1160","T1_10D",1,10,"D","0X",9,"T1-10D9",3,5,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1161","T1_10D",1,10,"D","0X",10,"T1-10D10",4,5,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1162","T1_10D",1,10,"D","0X",12,"T1-10D12",6,5,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1163","T1_10D",1,10,"D","0X",13,"T1-10D13",1,4,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1164","T1_10D",1,10,"D","0X",14,"T1-10D14",2,4,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1165","T1_10D",1,10,"D","0X",15,"T1-10D15",3,4,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1166","T1_10D",1,10,"D","0X",16,"T1-10D16",4,4,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"4210","T1_10D",1,10,"D","0X",17,"T1-10D17",5,4,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"4310","T1_10D",1,10,"D","0X",18,"T1-10D18",6,4,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1167","T1_10D",1,10,"D","0X",19,"T1-10D19",1,3,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"1168","T1_10D",1,10,"D","0X",20,"T1-10D20",2,3,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1169","T1_10D",1,10,"D","0X",21,"T1-10D21",3,3,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1170","T1_10D",1,10,"D","0X",22,"T1-10D22",4,3,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1171","T1_10D",1,10,"D","0X",23,"T1-10D23",5,3,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1172","T1_10D",1,10,"D","0X",24,"T1-10D24",6,3,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1173","T1_10D",1,10,"D","0X",25,"T1-10D25",1,2,165,165,102,102,105,105,80,80,196,196,284,290,87,90,128,128,150,150,1141
"4410","T1_10D",1,10,"D","0X",26,"T1-10D26",2,2,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1174","T1_10D",1,10,"D","0X",27,"T1-10D27",3,2,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1175","T1_10D",1,10,"D","0X",28,"T1-10D28",4,2,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1176","T1_10D",1,10,"D","0X",29,"T1-10D29",5,2,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1177","T1_10D",1,10,"D","0X",30,"T1-10D30",6,2,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1178","T1_10D",1,10,"D","0X",31,"T1-10D31",1,1,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1179","T1_10D",1,10,"D","0X",32,"T1-10D32",2,1,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1180","T1_10D",1,10,"D","0X",33,"T1-10D33",3,1,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1181","T1_10D",1,10,"D","0X",34,"T1-10D34",4,1,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1182","T1_10D",1,10,"D","0X",35,"T1-10D35",5,1,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1183","T1_10D",1,10,"D","0X",36,"T1-10D36",6,1,165,171,96,102,105,105,80,92,196,196,290,290,96,96,128,128,146,150,1174
"1184","T5_2A",5,2,"A","1X",1,"T5-2A1",1,6,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1185","T5_2A",5,2,"A","1X",2,"T5-2A2",2,6,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1186","T5_2A",5,2,"A","1X",3,"T5-2A3",3,6,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1187","T5_2A",5,2,"A","1X",4,"T5-2A4",4,6,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1188","T5_2A",5,2,"A","1X",5,"T5-2A5",5,6,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1189","T5_2A",5,2,"A","1X",6,"T5-2A6",6,6,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1190","T5_2A",5,2,"A","1X",7,"T5-2A7",1,5,165,165,102,102,105,105,80,80,196,200,284,290,90,99,132,134,146,146,12
"1191","T5_2A",5,2,"A","1X",8,"T5-2A8",2,5,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1192","T5_2A",5,2,"A","1X",9,"T5-2A9",3,5,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1193","T5_2A",5,2,"A","1X",10,"T5-2A10",4,5,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1194","T5_2A",5,2,"A","1X",11,"T5-2A11",5,5,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1195","T5_2A",5,2,"A","1X",12,"T5-2A12",6,5,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1196","T5_2A",5,2,"A","1X",13,"T5-2A13",1,4,165,165,102,102,105,105,80,80,196,200,284,290,90,99,132,134,146,146,12
"1197","T5_2A",5,2,"A","1X",14,"T5-2A14",2,4,165,165,102,102,105,105,80,80,196,200,284,290,90,99,132,134,146,146,12
"1198","T5_2A",5,2,"A","1X",15,"T5-2A15",3,4,165,165,102,102,105,105,80,80,196,200,284,290,90,99,132,134,146,146,12
"1199","T5_2A",5,2,"A","1X",16,"T5-2A16",4,4,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1200","T5_2A",5,2,"A","1X",17,"T5-2A17",5,4,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1201","T5_2A",5,2,"A","1X",18,"T5-2A18",6,4,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1202","T5_2A",5,2,"A","1X",19,"T5-2A19",1,3,165,165,102,102,105,105,80,80,196,200,284,290,90,99,132,134,146,146,12
"1203","T5_2A",5,2,"A","1X",20,"T5-2A20",2,3,165,165,102,102,105,105,80,80,196,200,284,290,90,99,132,134,146,146,12
"1204","T5_2A",5,2,"A","1X",21,"T5-2A21",3,3,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1205","T5_2A",5,2,"A","1X",22,"T5-2A22",4,3,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1206","T5_2A",5,2,"A","1X",23,"T5-2A23",5,3,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1207","T5_2A",5,2,"A","1X",24,"T5-2A24",6,3,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1208","T5_2A",5,2,"A","1X",25,"T5-2A25",1,2,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1209","T5_2A",5,2,"A","1X",26,"T5-2A26",2,2,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1210","T5_2A",5,2,"A","1X",27,"T5-2A27",3,2,165,165,102,102,105,105,80,80,196,204,290,290,96,96,128,128,148,150,1231
"1211","T5_2A",5,2,"A","1X",28,"T5-2A28",4,2,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1212","T5_2A",5,2,"A","1X",29,"T5-2A29",5,2,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1213","T5_2A",5,2,"A","1X",30,"T5-2A30",6,2,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1214","T5_2A",5,2,"A","1X",31,"T5-2A31",1,1,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
"1215","T5_2A",5,2,"A","1X",32,"T5-2A32",2,1,171,171,102,102,105,105,80,94,192,196,284,290,93,96,134,136,146,150,1
